uid,latitude,longitude,date,split,season,region,severity,density
eenf,35.98,-78.84264137,18/11/2021,train,11,4,3,274481
eenu,38.1602,-121.206,09/02/2015,train,2,3,4,3025053.5
eeom,35.65700438,-79.2545791,10/07/2013,train,7,4,1,4841
eepr,38.814,-86.08063972,12/06/2017,train,6,1,2,57428
eesb,35.98,-78.77055843,28/03/2017,train,3,4,2,27278
eetb,35.72327495,-79.13148871,21/05/2018,train,5,4,1,3389
eeud,40.11194,-75.86886,04/04/2019,train,4,2,1,13667
eevc,35.74,-79.08002803,23/08/2017,train,8,4,3,115298
eeyx,35.64747633,-79.27227644,10/01/2018,train,1,4,3,447042
efbx,35.64375027,-79.27919718,05/12/2019,train,12,4,1,1534
efdp,37.9286,-121.561,21/05/2019,train,5,3,4,1263287
efeb,35.71143141,-79.15348679,31/08/2016,train,8,4,1,3449
efff,37.4555,-120.722,09/09/2014,train,9,3,4,2416088
efgc,42.027378,-78.967089,07/08/2015,train,8,2,2,36615.84158
efhw,38.37611,-97.07583,10/07/2017,train,7,1,3,240030
efiw,37.2764,-120.954,04/12/2014,train,12,3,4,7065000
efkc,38.76881669,-75.19656666,27/06/2018,train,6,4,1,938.0000234
efkg,40.0481,-119.5655,24/08/2017,train,8,3,3,164830.6
efkk,35.61,-78.9532514,16/07/2018,train,7,4,1,2880
efkx,35.69620781,-79.18176298,09/09/2015,train,9,4,1,290
eflb,35.88803387,-78.98208458,11/06/2019,train,6,4,2,43278
eflm,35.65,-78.68405891,15/06/2021,train,6,4,2,54412
efom,38.43742,-97.16167,16/08/2021,train,8,1,3,314072
efoy,40.28315,-77.41489,29/11/2018,train,11,2,1,0
efqy,35.90815859,-79.14315266,10/12/2020,train,12,4,3,145228
efsi,35.87964857,-78.91497287,23/07/2015,train,7,4,3,174273
efsr,36.03,-78.72,31/01/2019,train,1,4,1,1597
efxe,35.98,-78.83319602,20/04/2021,train,4,4,2,30940
efxp,35.51,-79.09396839,27/10/2017,train,10,4,1,15249
efyn,35.66749057,-79.23510215,18/10/2016,train,10,4,1,3122
efzm,42.024803,-78.964352,15/06/2017,train,6,2,1,2718.080357
egat,38.77786166,-75.31493832,30/07/2020,train,7,4,1,2500
egbd,35.76,-79.08091784,17/06/2020,train,6,4,1,1787
egbq,35.78,-79.11042987,24/07/2017,train,7,4,1,2003
egdc,37.2583,-120.475,22/09/2021,train,9,3,4,3021797
egdh,35.7079715,-79.1599132,22/06/2016,train,6,4,1,2324
egfb,41.840964,-79.009164,02/10/2016,train,10,2,1,1056
egfe,35.70035971,-79.17405129,07/08/2013,train,8,4,1,8351
eggj,38.37611,-97.07583,04/08/2014,train,8,1,1,12285
eggo,35.71837785,-79.14058455,01/09/2019,train,9,4,1,4720
egha,35.976,-78.76285302,09/08/2016,train,8,4,2,65353
eghm,35.487,-79.06168805,13/07/2016,train,7,4,1,17911
egiy,35.89135693,-79.0086807,19/11/2020,train,11,4,2,46473
egki,37.2764,-120.954,10/03/2020,train,3,3,4,7187500
egkp,35.86977255,-78.8359302,15/11/2017,train,11,4,1,775
egmr,35.70714645,-79.16144565,31/08/2016,train,8,4,1,1162
egoj,37.2953,-120.85,10/05/2016,train,5,3,4,4947500
egox,35.72008119,-79.13742078,22/05/2013,train,5,4,2,29046
egpf,41.702596,-85.022696,17/06/2019,train,6,1,1,10471
egpk,37.3609,-120.549,07/01/2016,train,1,3,4,3467937.5
egqe,37.4542,-120.608,06/02/2019,train,2,3,4,2930615
egqx,35.61133,-78.97313635,25/05/2016,train,5,4,1,484
egrl,37.9286,-121.561,09/04/2019,train,4,3,3,843198.5
egsc,40.06617,-75.7212,12/06/2019,train,6,2,1,0
egse,37.6003,-121.224,11/04/2017,train,4,3,4,6412500
eguo,37.9674,-121.464,08/12/2015,train,12,3,4,1253517.5
egvk,35.478,-79.05778278,15/09/2016,train,9,4,2,38727
egwy,35.90185408,-79.0926946,21/02/2018,train,2,4,3,302632
egxa,37.8208,-121.5,21/02/2013,train,2,3,3,625013
egxp,35.478,-79.05714013,14/06/2016,train,6,4,1,1561
egxr,35.66485572,-79.23999611,11/04/2018,train,4,4,1,730
egyh,39.02235564,-86.48165556,17/05/2021,train,5,1,1,4914
ehab,35.68225,-79.07802,24/08/2015,train,8,4,3,752644
ehbt,38.25605667,-86.77640306,21/06/2021,train,6,1,1,19248
ehen,35.87480373,-78.87619722,24/09/2020,train,9,4,1,11074
ehfr,35.62735563,-79.30964846,06/08/2015,train,8,4,3,504521
ehhp,35.64915305,-79.2691621,24/01/2017,train,1,4,4,2892627
ehjs,35.70280826,-79.16950337,15/07/2014,train,7,4,1,12562
ehkh,37.4972,-121.083,01/11/2016,train,11,3,4,6473333.333
ehki,37.6106,-121.229,13/06/2017,train,6,3,4,5070000
ehkp,36.59538,-105.4172,27/06/2017,train,6,3,2,34612
ehln,35.72111916,-79.13549286,25/06/2018,train,6,4,3,112310
ehlo,35.9107984,-79.16428042,15/05/2013,train,5,4,2,97572
ehmb,35.69176316,-79.19001844,13/06/2018,train,6,4,1,1394
ehok,37.2141,-120.561,10/06/2014,train,6,3,4,2204415.5
ehou,35.69421171,-79.18547052,20/09/2016,train,9,4,1,6826
ehqa,35.64607,-78.68107616,05/10/2016,train,10,4,3,307883
ehqe,35.976,-78.71836044,11/09/2013,train,9,4,3,145228
ehqy,37.9475,-121.743,20/08/2013,train,8,3,4,5151548
ehtb,35.79,-79.0242666,18/10/2017,train,10,4,2,76245
ehua,37.2616,-120.906,12/08/2014,train,8,3,4,5257500
ehud,35.68699913,-79.19886711,12/07/2021,train,7,4,1,14523
eiad,35.72447261,-79.12926418,20/07/2016,train,7,4,1,939
eiaj,36.06,-78.76,28/03/2017,train,3,4,3,104746
eibm,38.2399,-121.565,20/05/2014,train,5,3,4,7465000
eicp,38.3103,-121.598,10/08/2021,train,8,3,4,4370000
eieg,35.8665116,-78.80983121,09/05/2016,train,5,4,1,11860
eiei,35.61,-78.95151147,11/06/2018,train,6,4,3,141605
eiek,35.64718357,-79.27282021,22/03/2018,train,3,4,1,8937
eiez,35.70943531,-79.15719433,31/08/2016,train,8,4,1,3994
eihh,35.8,-79.04008544,20/09/2017,train,9,4,2,45021
eijl,35.63422221,-79.29689452,07/07/2015,train,7,4,2,34531
eikg,45.45,-82.915,07/08/2015,train,8,1,1,3475.058061
einx,45.178333,-86.375,09/08/2014,train,8,1,1,786.6518519
eiqo,43.503333,-79.353333,09/04/2018,train,4,2,1,543.5144637
eiqs,42.51001915,-72.28161616,30/07/2017,train,7,2,2,34405
eirs,37.5582,-121.164,08/09/2020,train,9,3,4,6777500
eito,35.7075989,-79.16060527,10/08/2016,train,8,4,1,2990
eitw,35.8849282,-78.95722839,18/10/2017,train,10,4,1,9682
eiuz,35.64931274,-79.2688655,13/12/2016,train,12,4,1,1743
eixq,35.86918247,-78.83120753,21/06/2017,train,6,4,1,2259
eizo,35.67017865,-79.23010933,23/07/2015,train,7,4,1,2287
ejaa,42.383333,-87,26/03/2016,train,3,1,1,423.9407134
ejay,35.66762364,-79.23485498,20/09/2016,train,9,4,2,55857
ejbu,37.3772,-121.058,04/12/2014,train,12,3,4,6407500
ejca,35.7048842,-79.16564753,13/08/2014,train,8,4,1,290
ejcn,35.88533194,-78.9604597,21/02/2018,train,2,4,1,2759
ejdk,35.68,-79.10795818,08/06/2017,train,6,4,1,6971
ejfp,44.847993,-93.476318,17/06/2013,train,6,1,1,0
ejhf,35.65436,-79.01414906,15/09/2016,train,9,4,2,37759
ejiz,41.70986917,-85.0363,30/08/2016,train,8,1,2,76742
ejjc,37.5138,-121.16,08/09/2020,train,9,3,4,6835000
ejje,41.2266,-123.7719,26/09/2018,train,9,3,1,3300
ejla,37.515,-121.012,08/04/2014,train,4,3,4,7460406.5
ejli,39.08031907,-86.43086667,06/08/2018,train,8,1,3,185624
ejmw,35.66094336,-79.24726289,11/03/2020,train,3,4,1,3873
ejok,37.9539,-122.374,08/02/2014,train,2,3,4,5815000
ejqk,35.70145091,-79.1720245,23/04/2013,train,4,4,1,5591
ejra,39.07775,-96.9059,14/09/2015,train,9,1,1,9450
ejud,35.86806443,-78.8222593,21/11/2016,train,11,4,1,5700
ejug,36.00756,-78.96617662,07/05/2013,train,5,4,1,1089
ejuj,38.0739,-121.212,06/01/2016,train,1,3,4,5848439
ejvn,35.69509,-79.1838392,24/05/2016,train,5,4,2,22591
ejwq,38.31806,-96.99139,26/06/2017,train,6,1,3,286335
ejxn,41.33533,-75.8939,23/08/2019,train,8,2,4,3026000
ejxo,35.79,-79.03494432,10/12/2020,train,12,4,2,20816
ejxr,41.40065,-85.37023,22/06/2017,train,6,1,3,482450
ejyb,37.4806,-121.031,13/08/2013,train,8,3,4,6030803
ejzf,41.33893,-75.88477,16/04/2019,train,4,2,1,5067
ekaf,37.1145,-120.89,10/04/2018,train,4,3,4,8002500
ekbp,37.5582,-121.164,10/06/2014,train,6,3,4,3600000
ekfq,38.76881669,-75.19656666,14/09/2016,train,9,4,1,4500
ekih,35.66267331,-79.24404968,11/06/2019,train,6,4,1,5635
ekiu,35.66847531,-79.2332731,24/05/2016,train,5,4,1,3631
eklg,38.8121,-121.774,08/01/2019,train,1,3,4,7015000
ekoi,36.15071,-78.85954358,01/09/2015,train,9,4,1,13071
ekot,42.27144,-109.4346,27/08/2017,train,8,3,2,92077.9
ekqc,47.31062,-121.2989,17/07/2017,train,7,3,3,130403.5
ekqi,35.595,-105.681666,18/09/2019,train,9,3,1,154.0049362
ekra,38.1602,-121.206,06/01/2016,train,1,3,4,1937382.5
ekrs,35.64430918,-79.27815907,22/08/2019,train,8,4,2,20332
ekrt,35.89877947,-79.06808698,20/09/2016,train,9,4,1,19364
ekse,35.90548771,-79.12177634,17/10/2019,train,10,4,3,259232
eksk,35.8895867,-78.99451267,03/02/2020,train,2,4,1,2178
ektc,35.61133,-78.98382451,15/09/2016,train,9,4,3,340196
ekue,35.72567027,-79.12703966,12/08/2014,train,8,4,1,4303
ekux,36.14,-79.06939974,23/06/2021,train,6,4,1,6608
ekvc,38.1526,-121.501,28/02/2017,train,2,3,4,2080668.5
ekvi,35.794,-79.01269906,24/03/2015,train,3,4,1,3631
ekvs,35.89483528,-79.03651962,06/05/2015,train,5,4,1,6535
ekwm,35.70381961,-79.16762489,15/07/2014,train,7,4,1,254
ekxf,39.1853,-121.704,17/07/2019,train,7,3,4,6305000
ekym,35.5065,-79.0953031,14/09/2016,train,9,4,4,1131325
elas,37.5477,-121.085,09/06/2015,train,6,3,4,1113488
elbk,41.843527,-78.957332,03/06/2015,train,6,2,1,460.8759124
elco,38.76881669,-75.19656666,13/02/2019,train,2,4,1,6559.999943
eldp,37.2486,-120.851,22/09/2015,train,9,3,4,6195000
elej,35.63448836,-79.29640018,10/06/2015,train,6,4,1,726
elhk,35.64981842,-79.26792625,10/08/2016,train,8,4,3,299169
elho,38.6726,-121.625,23/01/2020,train,1,3,4,1018000
elhu,35.67,-79.05041713,10/09/2020,train,9,4,2,81328
elhz,41.55087787,-86.36162603,13/08/2019,train,8,1,3,635319
elin,35.61,-78.9982411,15/06/2021,train,6,4,1,7261
elje,40.418115,-76.592919,21/06/2018,train,6,2,1,13933
elmm,38.0455,-121.469,20/06/2017,train,6,3,4,4122494
elnw,35.67760415,-79.21631727,19/02/2019,train,2,4,1,11065
elnz,39.3092,-121.595,29/11/2017,train,11,3,4,4855000
eloi,35.98,-78.80759415,13/06/2019,train,6,4,2,53008
elpi,37.2141,-120.561,12/07/2016,train,7,3,4,3086927
elpz,35.51,-79.09273254,24/06/2017,train,6,4,1,5809
elqe,35.62476,-78.71512914,31/08/2016,train,8,4,1,14523
elqi,42.92186,-102.0378,15/06/2017,train,6,1,2,26923
elsf,35.63355685,-79.29813036,09/09/2015,train,9,4,1,18992
elsk,43.89,-82.056667,09/08/2016,train,8,1,1,1173.396228
elso,36.1606,-79.09762649,18/05/2015,train,5,4,1,3131
elsp,35.68836,-78.70220392,15/09/2016,train,9,4,1,363
elva,36.115,-78.91099588,19/09/2013,train,9,4,1,10650
elwz,37.2953,-120.85,13/06/2017,train,6,3,4,3920000
elxw,38.55916665,-75.57333336,20/08/2020,train,8,4,3,212700.0008
elyl,37.4125,-120.759,15/10/2013,train,10,3,4,2904563
elzd,35.98,-78.80709703,29/05/2019,train,5,4,1,7525
embi,35.63661754,-79.29244547,27/01/2016,train,1,4,1,5259
emdf,35.65892064,-79.25101986,17/06/2021,train,6,4,1,1452
emdq,38.1156,-121.494,28/04/2020,train,4,3,4,3539580.5
emgt,35.27816,-79.04408959,20/07/2015,train,7,4,1,9221
emha,37.48693,-84.67911,07/06/2017,train,6,4,3,178300
emhn,35.65,-78.68878158,13/09/2021,train,9,4,3,126348
emhz,35.6550349,-79.25823721,23/06/2014,train,6,4,1,4869
emio,35.71624867,-79.14453926,09/07/2013,train,7,4,2,88024
emjg,35.7199215,-79.13771738,24/06/2013,train,6,4,1,12223
emmg,35.68854279,-79.19599994,15/07/2020,train,7,4,2,66732
emmn,35.6572173,-79.25418363,04/06/2013,train,6,4,1,5281
emoe,35.62959126,-79.30549601,08/10/2014,train,10,4,3,132399
emqf,37.2764,-120.954,13/10/2020,train,10,3,4,8245000
emqp,37.7705,-121.292,08/10/2013,train,10,3,4,5415324.5
emqu,35.79,-79.02644169,11/07/2018,train,7,4,3,279200
emro,36.00756,-78.96940792,12/08/2013,train,8,4,2,20332
emte,36.039,-79.08773971,25/09/2013,train,9,4,2,49642
emtm,35.63116153,-79.30257941,07/07/2015,train,7,4,2,30241
emud,38.307,-121.794,26/12/2017,train,12,3,4,5007500
emyf,38.2996,-121.383,21/05/2019,train,5,3,4,5972500
emyp,37.3204,-120.983,13/04/2021,train,4,3,4,7767500
emzv,35.86315748,-78.78298653,25/08/2014,train,8,4,2,72614
emzx,37.1366,-120.762,11/04/2017,train,4,3,4,5790000
enae,35.68337954,-79.20559012,12/10/2015,train,10,4,1,1117
enav,35.98,-78.81877943,26/02/2020,train,2,4,1,871
enaw,35.885363,-78.96070826,22/03/2018,train,3,4,3,224443
enbg,38.79041665,-75.16345,19/09/2018,train,9,4,1,39.99999911
eneb,35.89356196,-79.02632859,08/10/2014,train,10,4,1,14523
enez,37.6399,-121.78,14/03/2017,train,3,3,4,5220000
enfw,37.8189,-121.358,02/12/2019,train,12,3,4,3139031
enib,35.69511661,-79.18378977,24/05/2016,train,5,4,1,3873
enjx,35.51,-79.09357291,22/08/2017,train,8,4,2,46473
enlf,35.51,-79.09461103,19/07/2018,train,7,4,2,25044
enlz,38.1156,-121.494,21/03/2017,train,3,3,4,5871234.5
enqo,36.03,-78.69176432,09/12/2020,train,12,4,1,14473
ensd,35.67470315,-79.22170556,15/07/2020,train,7,4,3,106742
ensu,37.5368,-121.049,11/02/2020,train,2,3,4,1172105
entk,37.4542,-120.608,09/07/2019,train,7,3,4,1455420.5
enve,35.7039793,-79.16732828,13/08/2014,train,8,4,1,535
envh,35.976,-78.75291054,01/12/2015,train,12,4,1,2697
enwi,35.88,-79.12357929,12/08/2014,train,8,4,1,3671
enxa,35.64494793,-79.27697266,11/06/2019,train,6,4,1,1598
enxh,35.89412098,-79.0308027,11/02/2015,train,2,4,1,508
enyn,38.48312168,-75.12969166,08/12/2020,train,12,4,1,1250
eobk,35.98,-78.7844779,14/12/2017,train,12,4,1,200
eobs,35.87129433,-78.84810973,18/10/2018,train,10,4,1,1743
eocm,35.73386,-79.07889105,17/09/2015,train,9,4,1,939
eodb,37.3609,-120.549,05/12/2017,train,12,3,4,5526045.5
eofr,36.028,-78.716,13/04/2016,train,4,4,2,41999
eohw,38.1602,-121.206,05/02/2019,train,2,3,4,2731968.5
eoiw,37.3204,-120.983,11/08/2020,train,8,3,4,5727500
eojr,35.74686,-79.07913822,17/09/2015,train,9,4,1,6136
eokv,39.82369,-75.64429,05/09/2017,train,9,4,2,63800
eolp,40.40575,-76.08039,29/09/2021,train,9,2,3,214667
eool,37.2486,-120.851,11/05/2021,train,5,3,4,4662500
eopm,35.435,-78.86103495,23/07/2014,train,7,4,1,1053
eoqh,40.22953,-77.28103,21/07/2021,train,7,2,2,86467
eoqz,39.1766,-122.189,20/08/2014,train,8,3,4,5745000
eorz,35.64239292,-79.28171831,13/08/2020,train,8,4,1,7261
eotj,39.16522,-96.91105,28/08/2017,train,8,1,2,22680
eoui,36.532781,-105.236671,29/10/2015,train,10,3,2,25491.33992
eoum,38.1156,-121.494,21/05/2013,train,5,3,4,3936873.5
eovu,35.91117108,-79.16726316,27/06/2013,train,6,4,2,20332
eowb,35.70938208,-79.1572932,31/08/2016,train,8,4,1,1936
eowq,41.890646,-78.925275,17/07/2013,train,7,2,1,2142.25
eozn,37.9674,-121.464,02/04/2013,train,4,3,4,1276313
eozy,39.02235564,-86.48165556,06/08/2018,train,8,1,3,190971
epah,35.79,-79.03479602,19/11/2020,train,11,4,1,12863
epay,35.794,-79.01645604,24/09/2015,train,9,4,1,13071
epaz,37.8717,-121.526,09/06/2021,train,6,3,4,2878511
epbu,35.66043768,-79.24820213,15/07/2020,train,7,4,1,4731
epck,35.7164882,-79.14409435,07/05/2013,train,5,4,1,10562
epej,35.71427919,-79.14819737,11/05/2016,train,5,4,1,8850
epfg,35.2,-79.10504158,25/07/2018,train,7,4,1,470
epij,35.68260771,-79.2070237,24/05/2016,train,5,4,1,2296
epjc,36.13,-79.11077591,27/05/2020,train,5,4,1,6151
epjz,35.6617418,-79.24577987,14/11/2019,train,11,4,1,79
epkd,35.66179503,-79.245681,14/11/2019,train,11,4,1,864
epkj,41.55087787,-86.36162603,02/08/2021,train,8,1,4,1969392
eplr,35.742,-79.23760617,18/10/2016,train,10,4,1,11618
epqz,37.2583,-120.475,20/02/2013,train,2,3,4,2145798.5
eptl,35.63997099,-79.2862168,21/08/2017,train,8,4,2,23452
epuh,35.67539513,-79.22042028,03/02/2020,train,2,4,1,1911
epvx,36.028,-78.716,24/04/2013,train,4,4,3,233049
epww,39.3992,-99.42481,13/08/2018,train,8,1,5,59535000
epzf,36.13,-79.06895484,15/09/2021,train,9,4,1,15975
epzn,41.10705,-74.89077,12/09/2017,train,9,2,3,246200
eqac,35.65106931,-79.26560286,17/02/2016,train,2,4,1,3319
eqag,37.8717,-121.526,21/06/2016,train,6,3,4,1422855.5
eqaw,35.44,-78.87271736,20/05/2019,train,5,4,1,19763
eqcg,37.7475,-97.26444,12/06/2015,train,6,1,4,1606050
eqcp,35.67906796,-79.21359841,11/04/2018,train,4,4,1,3358
eqcs,35.69261483,-79.18843655,18/10/2017,train,10,4,1,19364
eqdu,35.65788267,-79.25294779,13/03/2013,train,3,4,1,581
eqeu,35.6963675,-79.18146638,24/08/2015,train,8,4,3,152489
eqgg,38.2996,-121.383,16/07/2019,train,7,3,4,4942500
eqgn,36.11,-78.90304191,07/06/2018,train,6,4,2,24105
eqgt,43.2967,-79.008,10/04/2018,train,4,2,1,8359.360643
eqgy,35.66874146,-79.23277876,06/04/2016,train,4,4,1,8921
eqhm,35.49,-79.06326994,02/08/2021,train,8,4,1,726
eqjd,37.1366,-120.762,12/09/2017,train,9,3,4,6610000
eqjj,35.8583437,-78.74445944,09/07/2018,train,7,4,1,157
eqku,35.70134445,-79.17222224,23/04/2013,train,4,4,1,726
eqmt,35.79,-79.03168168,03/02/2020,train,2,4,1,8460
eqmz,41.43988,-75.21219,08/09/2020,train,9,2,2,20333
eqqm,35.71236293,-79.15175661,11/05/2016,train,5,4,1,762
eqrq,35.89418309,-79.03129983,11/02/2015,train,2,4,1,2614
eqrv,35.8748969,-78.87694291,22/10/2020,train,10,4,2,30014
eqsf,35.67060449,-79.22931838,22/06/2015,train,6,4,1,1089
eqto,42.733333,-87.416667,03/08/2015,train,8,1,1,163.2732671
eqtp,37.3169,-120.742,09/04/2013,train,4,3,4,4291832
eque,37.2486,-120.851,13/01/2015,train,1,3,4,5762500
equl,35.87707087,-78.89434224,02/12/2021,train,12,4,1,19550
equo,38.36472,-97.10194,22/06/2015,train,6,1,1,3717
equp,35.86089035,-78.76484151,04/09/2013,train,9,4,1,2905
eqxg,37.2486,-120.851,09/09/2014,train,9,3,4,5627500
eqxz,37.80796,-94.20671,15/06/2017,train,6,1,3,511340
eqzh,35.63339716,-79.29842697,24/09/2015,train,9,4,2,62611
eqzz,35.88368594,-78.94728592,18/04/2017,train,4,4,1,16757
erat,35.68577486,-79.20114107,25/11/2014,train,11,4,1,581
erax,38.2743,-121.674,05/02/2019,train,2,3,4,1445670
erbp,36.06,-78.76,10/03/2021,train,3,4,1,15612
erdx,35.47727,-78.88862532,29/07/2016,train,7,4,3,289875
erei,35.66858177,-79.23307536,09/05/2016,train,5,4,1,1380
eret,35.742,-79.23586624,10/08/2016,train,8,4,2,25173
ergz,36.01,-78.95996257,12/06/2018,train,6,4,1,501
eric,39.07775,-96.9059,13/07/2015,train,7,1,1,6930
erjs,35.61133,-78.97885327,22/07/2016,train,7,4,3,186099
ermj,35.91166799,-79.17124015,21/08/2013,train,8,4,2,29046
ernv,35.90138823,-79.08896618,20/09/2017,train,9,4,1,4841
erot,36.03,-78.70096111,22/07/2021,train,7,4,2,29409
erph,35.51,-79.09382008,22/08/2017,train,8,4,2,28319
erpt,37.9718,-121.374,19/12/2018,train,12,3,3,768923.5
errc,37.5138,-121.16,13/05/2014,train,5,3,4,5170000
errq,35.64276553,-79.28102624,10/06/2020,train,6,4,2,25044
ertx,35.98,-78.84338706,14/12/2021,train,12,4,1,1660
eruk,37.1145,-120.89,11/08/2020,train,8,3,4,8510000
ervf,45.08147,-94.81726,24/07/2017,train,7,1,4,1308700
erwt,35.68428444,-79.20390936,07/07/2015,train,7,4,2,31950
eryj,38.66283,-85.79005,11/08/2017,train,8,1,3,208634
erze,38.37611,-97.07583,17/07/2017,train,7,1,3,133245
esav,41.39249,-75.3607,28/08/2019,train,8,2,2,25333
esdj,35.976,-78.71438345,13/06/2013,train,6,4,3,438588
esdm,36.15,-79.10687063,19/08/2020,train,8,4,1,1694
esdy,37.8817,-121.249,18/08/2021,train,8,3,4,3604710.5
esgq,35.794,-79.01146322,25/11/2014,train,11,4,2,32676
esir,40.38382,-76.0402,19/08/2019,train,8,2,3,652667
eslz,37.8717,-121.526,08/12/2015,train,12,3,3,983228
esod,44.851794,-93.541609,03/06/2013,train,6,1,1,430
esoi,35.89042523,-79.00122384,10/06/2020,train,6,4,1,13335
espe,38.2408,-121.152,18/02/2016,train,2,3,4,2484474.5
essj,39.02235564,-86.48165556,09/08/2021,train,8,1,3,374867
estg,37.9792,-121.57,16/08/2016,train,8,3,4,1787583.5
estu,35.976,-78.76235589,09/08/2016,train,8,4,1,3319
esuc,38.1156,-121.494,17/05/2016,train,5,3,4,2002512.5
esud,35.66940683,-79.23154291,24/09/2015,train,9,4,1,12586
eswi,35.69045904,-79.1924407,16/05/2019,train,5,4,1,775
eswq,35.98,-78.77030987,28/03/2017,train,3,4,1,19006
esxl,35.83646,-78.9763,27/01/2015,train,1,4,1,3849
esyj,35.65274603,-79.26248853,22/06/2015,train,6,4,1,14765
esyw,42.027378,-78.967089,02/09/2013,train,9,2,2,56034.27198
esze,35.64247277,-79.28157001,15/07/2020,train,7,4,1,15685
eszp,35.7,-79.03909676,10/06/2020,train,6,4,3,125380
etap,39.21155,-97.00559,21/08/2017,train,8,1,2,74025
etau,35.91424569,-79.19187079,25/08/2014,train,8,4,2,87137
etbo,35.68,-79.1097378,08/09/2021,train,9,4,2,27956
etci,40.38837,-76.08808,28/10/2020,train,10,2,1,0
etcm,38.1602,-121.206,28/04/2020,train,4,3,4,2543091.5
etdm,35.573,-78.93610063,22/07/2013,train,7,4,1,3550
etdx,37.72797,-97.82922,11/07/2016,train,7,1,1,7245
etec,43.466667,-82,11/08/2017,train,8,1,1,4450.201905
eteg,36.028,-78.716,12/11/2014,train,11,4,3,300258
etek,35.976,-78.71413489,13/06/2013,train,6,4,3,125041
etfx,35.70153075,-79.1718762,13/03/2013,train,3,4,1,1017
etfz,38.70782502,-75.08086667,14/08/2018,train,8,4,2,71400.00153
etgh,35.71699388,-79.14315511,30/07/2018,train,7,4,2,28245
etgt,35.79,-79.02565074,11/04/2018,train,4,4,1,1815
ethh,38.52056665,-75.0635,14/07/2020,train,7,4,1,100
etiy,35.66568,-79.04750053,26/06/2015,train,6,4,2,22540
etly,38.1156,-121.494,16/07/2019,train,7,3,4,1667093
etob,39.16191,-106.6667,23/07/2017,train,7,3,2,81629
etpe,37.5138,-121.16,10/02/2015,train,2,3,4,6297500
etrn,35.86666688,-78.81107402,09/05/2016,train,5,4,1,4720
etsi,35.65436,-79.00917782,13/07/2016,train,7,4,2,29046
etsk,37.7705,-121.292,18/07/2017,train,7,3,4,4321140.5
etsv,35.6418074,-79.28280586,17/03/2021,train,3,4,1,3631
ettp,35.71044667,-79.15531585,08/06/2016,train,6,4,1,14411
ettz,39.8055,-76.05611,07/08/2019,train,8,2,4,1567333
etud,39.40175435,-99.31704176,30/07/2018,train,7,1,2,49770
etvz,41.39704,-75.3617,28/08/2019,train,8,2,2,20467
etwi,35.69524969,-79.1835426,09/05/2016,train,5,4,1,968
etwj,35.65402354,-79.2601157,08/10/2014,train,10,4,1,2723
etwv,35.60595,-78.98805006,25/05/2016,train,5,4,1,1936
etxl,35.90387277,-79.10885113,19/03/2019,train,3,4,1,1234
etzb,36.03,-78.70543523,18/11/2021,train,11,4,3,307520
eubj,39.07868,-96.886523,26/08/2020,train,8,1,3,758547
eubw,37.2141,-120.561,09/06/2015,train,6,3,3,608730.5
eucr,35.69564891,-79.18280109,07/12/2015,train,12,4,1,7745
eudi,35.71600914,-79.14498416,12/08/2013,train,8,4,2,58527
eufd,35.70805135,-79.1597649,08/06/2016,train,6,4,1,8278
eufi,45.516667,-83.416667,08/08/2017,train,8,1,1,1258.642963
eufr,45.45,-82.915,06/08/2013,train,8,1,1,1148.387822
eufu,36.115,-78.90751602,19/06/2013,train,6,4,3,114367
euig,35.72183776,-79.13415814,07/05/2018,train,5,4,1,5228
eujz,36.03,-78.72,24/01/2018,train,1,4,2,30945
eulg,38.307,-121.794,15/06/2016,train,6,3,4,2152699.998
eulj,35.64607,-79.02210304,08/06/2016,train,6,4,1,10166
eumu,39.16522,-96.91105,31/07/2017,train,7,1,2,58590
eung,35.64968535,-79.26817342,20/09/2016,train,9,4,1,1405
eunj,35.83646,-78.9763,27/01/2016,train,1,4,1,726
